timestamp,gsr_z,hr_bpm
0,0.5917,61.8
1000,0.4537,64.62
2000,0.3671,58.58
3000,0.1975,57.24
4000,0.0623,63.15
5000,-0.0495,59.5
6000,0.1141,56.97
7000,0.0939,62.74
8000,0.3119,65.07
9000,0.4504,58.19
10000,0.646,61.24
11000,0.5968,69.19
12000,0.8293,64.12
13000,0.8068,61.87
14000,0.6616,63.59
15000,0.4325,62.8
16000,0.2618,58.18
17000,0.1071,61.81
18000,-0.0705,64.71
19000,-0.497,61.18
20000,-0.5794,63.04
21000,-0.5649,65.61
22000,-0.546,62.05
23000,-0.5446,56.03
24000,-0.4595,59.29
25000,-0.6179,60.72
26000,-0.6275,52.83
27000,-0.6311,56.09
28000,-0.5617,60.02
29000,-0.6304,54.52
