timestamp,gsr_z,hr_bpm
0,0.0304,64.77
1000,0.03,65.7
2000,0.0347,63.88
3000,0.0736,61.62
4000,-0.0147,62.42
5000,-0.1236,62.46
6000,-0.1242,61.64
7000,-0.1358,61.09
8000,-0.1937,59.76
9000,-0.1376,62.47
10000,0.0109,63.05
11000,0.1184,57.33
12000,-0.004,57.53
13000,0.2013,63.06
14000,0.2221,62.49
15000,0.6025,58.4
16000,0.5003,60.75
17000,0.8809,64.27
18000,1.0377,62.4
19000,1.2657,57.19
20000,1.079,54.51
21000,0.9913,63.45
22000,1.1215,63.34
23000,1.4459,60.65
24000,1.4434,58.54
25000,1.3836,64.56
26000,1.3757,64.87
27000,1.3827,61.59
28000,1.4108,59.03
29000,1.2661,63.45
