timestamp,gsr_z,hr_bpm
0,0.0528,57.73
1000,0.1524,52.03
2000,0.2725,51.49
3000,0.3056,54.13
4000,0.1866,54.43
5000,0.235,54.29
6000,0.2101,53.46
7000,0.0475,56.15
8000,0.0916,59.4
9000,-0.0588,53.78
10000,-0.237,51.89
11000,-0.3456,57.08
12000,-0.4424,59.86
13000,-0.4331,59.21
14000,-0.4805,56.08
15000,-0.5662,60.92
16000,-0.5871,60.44
17000,-0.6304,59.51
18000,-0.5823,56.47
19000,-0.5568,57.03
20000,-0.5221,52.97
21000,-0.4291,51.93
22000,-0.2798,53.04
23000,-0.2855,54.45
24000,-0.3456,52.91
25000,-0.5646,52.13
26000,-0.6368,56.35
27000,-0.6058,63.15
28000,-0.6121,57.01
29000,-0.6683,54.23
