timestamp,gsr_z,hr_bpm
0,0.7726,72.12
1000,0.9955,66.67
2000,0.9154,62.93
3000,1.2939,70.74
4000,1.302,73.5
5000,1.14,71.34
6000,1.1641,68.37
7000,1.1443,72.04
8000,1.4694,75.46
9000,1.4222,69.35
10000,1.4042,65.14
11000,1.3459,69.93
12000,1.4086,70.2
13000,1.3735,68.0
14000,1.3763,64.86
15000,1.4125,66.15
16000,1.3208,69.24
17000,1.4109,65.04
18000,1.3822,57.17
19000,1.3575,54.69
20000,1.3717,59.34
21000,1.4034,60.81
22000,1.3948,56.53
23000,1.4093,56.5
24000,1.2428,57.05
25000,1.3898,60.17
26000,1.3811,61.16
27000,1.4145,59.39
28000,1.4079,60.48
29000,1.3817,71.06
