timestamp,gsr_z,hr_bpm
0,0.4654,70.86
1000,0.4934,69.56
2000,0.6719,62.25
3000,0.6552,61.54
4000,0.5141,65.31
5000,0.4117,61.88
6000,0.3937,56.23
7000,0.7347,64.74
8000,0.6653,65.77
9000,1.0122,61.65
10000,1.0924,66.19
11000,1.1508,70.84
12000,1.2418,66.78
13000,1.1977,68.08
14000,1.4414,71.64
15000,1.3471,69.95
16000,1.2751,65.34
17000,1.3867,70.11
18000,1.4168,69.9
19000,1.3744,61.98
20000,1.4268,63.65
21000,1.3607,64.12
22000,1.3822,59.71
23000,1.3763,62.61
24000,1.4025,70.95
25000,1.4285,65.19
26000,1.232,59.17
27000,1.4063,60.59
28000,1.3687,60.3
29000,1.4036,52.36
