timestamp,gsr_z,hr_bpm
0,0.2981,59.9
1000,0.3527,57.21
2000,0.536,58.43
3000,0.7709,61.64
4000,0.6084,54.37
5000,0.6422,51.79
6000,0.763,54.18
7000,0.6336,54.36
8000,0.5825,53.94
9000,0.6683,57.53
10000,0.6331,56.58
11000,0.8255,57.34
12000,1.0494,58.77
13000,1.0785,64.28
14000,1.0013,62.79
15000,1.1775,54.21
16000,1.3835,56.35
17000,1.3169,60.39
18000,1.1465,58.32
19000,1.2487,56.69
20000,1.3707,63.42
21000,1.4285,65.5
22000,1.4023,62.93
23000,1.3766,65.38
24000,1.3702,68.41
25000,1.4517,61.76
26000,1.3951,65.85
27000,1.3605,64.78
28000,1.3701,63.42
29000,1.3183,63.51
