timestamp,gsr_z,hr_bpm
0,-0.0187,59.78
1000,0.1098,62.5
2000,0.2562,57.75
3000,0.1045,63.17
4000,0.2066,62.69
5000,-0.0034,52.14
6000,0.2798,53.41
7000,0.2995,56.05
8000,0.3522,54.62
9000,0.3358,55.48
10000,0.432,61.93
11000,0.7171,56.12
12000,0.7756,55.87
13000,0.6492,59.91
14000,0.6763,58.39
15000,0.6747,52.75
16000,0.6461,58.18
17000,0.7561,55.2
18000,0.895,57.34
19000,0.9991,60.81
20000,0.9479,62.28
21000,1.139,53.25
22000,1.1566,55.82
23000,1.159,60.12
24000,1.1136,53.53
25000,1.0289,53.34
26000,0.8547,57.83
27000,0.912,56.05
28000,1.2781,55.17
29000,1.2116,58.92
