timestamp,gsr_z,hr_bpm
0,0.0489,56.55
1000,0.1469,61.53
2000,0.2561,61.7
3000,0.2105,56.6
4000,0.0766,51.85
5000,0.3514,51.7
6000,-0.0048,54.83
7000,0.2508,53.69
8000,0.3529,52.74
9000,0.3888,51.73
10000,0.4889,52.78
11000,0.4489,57.06
12000,0.1181,57.66
13000,0.1203,55.73
14000,0.0751,55.55
15000,0.1443,58.08
16000,0.0659,60.42
17000,-0.0967,59.58
18000,-0.143,53.31
19000,-0.2368,52.9
20000,-0.3548,56.37
21000,-0.4271,60.99
22000,-0.4901,61.24
23000,-0.4451,61.41
24000,-0.6588,58.23
25000,-0.5814,54.86
26000,-0.608,54.92
27000,-0.5601,58.59
28000,-0.6077,55.68
29000,-0.5311,55.01
