timestamp,gsr_z,hr_bpm
0,-0.5822,73.48
1000,-0.6432,75.98
2000,-0.5701,74.52
3000,-0.2887,66.73
4000,-0.3265,70.27
5000,-0.1157,75.04
6000,0.0004,72.86
7000,0.2061,70.2
8000,0.0829,69.26
9000,0.1493,69.07
10000,0.1921,69.62
11000,0.5798,65.24
12000,0.5875,64.86
13000,0.7976,68.62
14000,0.9039,70.04
15000,1.0559,70.36
16000,0.9991,69.62
17000,1.1541,67.75
18000,1.3537,66.94
19000,1.1584,69.13
20000,1.2307,75.37
21000,1.2579,70.33
22000,1.4201,69.56
23000,1.4308,73.14
24000,1.4121,75.68
25000,1.3244,76.62
26000,1.3164,72.74
27000,1.3372,73.33
28000,1.4102,74.52
29000,1.3792,74.68
