timestamp,gsr_z,hr_bpm
0,0.7655,57.59
1000,0.5452,60.75
2000,0.692,63.04
3000,0.5017,61.39
4000,0.8835,60.98
5000,0.8014,61.63
6000,0.8942,66.77
7000,0.803,70.51
8000,0.7326,69.22
9000,1.0313,68.73
10000,1.0963,66.91
11000,1.1047,74.12
12000,1.0629,73.8
13000,1.1134,67.97
14000,1.2392,68.7
15000,1.2035,70.58
16000,1.2812,75.83
17000,1.2799,72.09
18000,1.4131,69.55
19000,1.4296,66.62
20000,1.3912,71.41
21000,1.3895,71.34
22000,1.4407,67.47
23000,1.4,63.18
24000,1.4004,60.49
25000,1.3901,63.68
26000,1.4259,64.73
27000,1.425,61.87
28000,1.3994,58.36
29000,1.3918,59.25
