timestamp,gsr_z,hr_bpm
0,0.3342,67.96
1000,0.2551,64.32
2000,-0.0231,64.19
3000,0.045,66.69
4000,0.2457,73.76
5000,0.0456,73.12
6000,-0.2065,74.54
7000,-0.2625,70.29
8000,-0.2475,66.63
9000,-0.1151,70.44
10000,0.0518,69.58
11000,0.102,69.61
12000,-0.0705,65.81
13000,-0.0802,68.88
14000,-0.174,73.71
15000,-0.4009,73.47
16000,-0.4245,73.33
17000,-0.5657,68.78
18000,-0.6053,67.99
19000,-0.5102,70.89
20000,-0.5942,69.76
21000,-0.6196,68.69
22000,-0.5899,64.02
23000,-0.6457,68.09
24000,-0.5742,70.02
25000,-0.6131,66.34
26000,-0.5882,60.28
27000,-0.5759,58.68
28000,-0.6144,58.84
29000,-0.6157,62.74
