timestamp,gsr_z,hr_bpm
0,0.1466,61.0
1000,0.3949,64.32
2000,0.63,57.66
3000,0.6086,58.1
4000,0.7178,64.02
5000,0.5727,66.22
6000,0.3308,58.57
7000,0.3584,61.85
8000,0.6066,66.25
9000,0.4736,64.45
10000,0.5504,62.26
11000,0.5539,68.92
12000,0.5283,67.63
13000,0.477,60.94
14000,0.4313,66.58
15000,0.1759,69.47
16000,-0.1632,62.47
17000,-0.3516,59.11
18000,-0.3517,66.93
19000,-0.4833,65.87
20000,-0.6002,61.66
21000,-0.5855,61.84
22000,-0.6186,63.76
23000,-0.5266,61.01
24000,-0.5757,57.7
25000,-0.5972,64.01
26000,-0.6198,60.78
27000,-0.5765,55.34
28000,-0.5827,59.49
29000,-0.47,59.39
