timestamp,gsr_z,hr_bpm
0,0.381,70.55
1000,0.4216,75.49
2000,0.243,73.8
3000,0.541,69.9
4000,0.5083,69.08
5000,0.4282,69.44
6000,0.3201,67.16
7000,0.1664,64.73
8000,0.0121,63.26
9000,-0.0465,67.31
10000,0.0392,70.17
11000,-0.1102,67.52
12000,-0.1161,59.69
13000,-0.0956,60.29
14000,0.0124,64.63
15000,-0.0126,65.26
16000,-0.1853,60.47
17000,-0.3428,60.22
18000,-0.3449,63.35
19000,-0.5383,68.63
20000,-0.5778,66.14
21000,-0.5773,60.25
22000,-0.6216,58.39
23000,-0.5678,60.9
24000,-0.4315,63.26
25000,-0.1621,59.02
26000,0.1022,59.07
27000,0.1223,61.37
28000,0.0395,65.71
29000,-0.2976,68.75
