timestamp,gsr_z,hr_bpm
0,0.3496,72.81
1000,0.5385,70.2
2000,0.5868,68.69
3000,0.5599,73.42
4000,0.5057,73.24
5000,0.7094,71.7
6000,0.4314,71.3
7000,0.3921,68.82
8000,0.3066,69.67
9000,0.2147,74.99
10000,0.9724,72.62
11000,1.3863,71.49
12000,1.3686,69.77
13000,1.4354,66.53
14000,1.3897,67.28
15000,1.3428,69.56
16000,1.1942,67.03
17000,1.276,64.64
18000,1.4345,63.46
19000,1.2405,65.79
20000,1.4352,66.29
21000,1.3942,65.48
22000,1.3998,61.35
23000,1.3467,60.84
24000,1.3651,61.68
25000,1.3631,63.34
26000,1.2287,64.9
27000,1.4049,65.04
28000,1.3465,62.36
29000,1.3819,57.66
