timestamp,gsr_z,hr_bpm
0,0.213,54.56
1000,0.1993,56.86
2000,0.3007,60.07
3000,0.2365,60.6
4000,0.3099,57.12
5000,0.4085,53.1
6000,-0.1021,56.4
7000,-0.3008,60.69
8000,-0.4997,56.73
9000,-0.5851,51.98
10000,-0.6046,51.4
11000,-0.6111,52.79
12000,-0.5837,54.17
13000,-0.6706,53.39
14000,-0.4251,53.43
15000,-0.4295,53.26
16000,-0.5017,57.01
17000,-0.613,63.35
18000,-0.6321,60.7
19000,-0.6173,58.54
20000,-0.5846,54.86
21000,-0.5376,55.58
22000,-0.6257,57.21
23000,-0.5861,58.33
24000,-0.6153,53.83
25000,-0.6079,54.78
26000,-0.6108,56.81
27000,-0.6297,61.2
28000,-0.6158,59.9
29000,-0.5811,60.32
