timestamp,gsr_z,hr_bpm
0,0.4833,52.51
1000,0.5902,51.91
2000,0.6013,59.28
3000,0.3568,56.57
4000,0.4182,58.22
5000,0.1985,63.21
6000,0.2711,67.8
7000,0.2472,63.24
8000,0.0796,59.98
9000,0.1187,59.56
10000,-0.0252,59.22
11000,-0.1203,57.13
12000,-0.4693,55.37
13000,-0.2943,54.74
14000,-0.4023,60.26
15000,-0.5365,62.19
16000,-0.5746,57.99
17000,-0.6046,57.04
18000,-0.5794,63.83
19000,-0.5864,64.6
20000,-0.4993,62.59
21000,-0.5741,63.13
22000,-0.5495,66.98
23000,-0.6001,64.51
24000,-0.5487,54.66
25000,-0.6023,56.99
26000,-0.5858,65.46
27000,-0.5832,65.31
28000,-0.5831,57.84
29000,-0.6118,59.93
