timestamp,gsr_z,hr_bpm
0,0.5483,63.51
1000,0.4571,62.57
2000,0.4487,59.62
3000,0.3474,64.71
4000,0.4294,58.11
5000,0.3441,58.85
6000,0.5555,60.57
7000,0.7218,65.53
8000,0.8312,61.2
9000,0.9701,66.91
10000,1.0687,63.93
11000,1.2318,60.12
12000,1.3879,65.16
13000,1.4055,62.83
14000,1.3877,58.86
15000,1.374,59.27
16000,1.4285,62.88
17000,1.3927,61.33
18000,1.3926,65.21
19000,1.3885,68.43
20000,1.4083,64.16
21000,1.3725,64.65
22000,1.3635,67.4
23000,1.4438,69.14
24000,1.4149,64.28
25000,1.4475,71.25
26000,1.4005,67.94
27000,1.3807,65.81
28000,1.4688,69.17
29000,1.3805,66.3
