timestamp,gsr_z,hr_bpm
0,0.2025,55.52
1000,0.2706,56.53
2000,0.3568,56.23
3000,0.5881,56.02
4000,0.7472,59.5
5000,1.0087,55.9
6000,0.8452,55.72
7000,0.9069,57.72
8000,1.0102,60.43
9000,1.0101,59.37
10000,0.8573,55.17
11000,0.815,54.52
12000,0.8772,55.06
13000,0.6469,58.71
14000,0.7787,56.38
15000,0.7885,56.25
16000,0.9694,59.97
17000,1.0562,61.79
18000,1.032,64.09
19000,1.1178,60.13
20000,1.2289,56.49
21000,1.2547,54.2
22000,1.325,57.09
23000,1.429,63.21
24000,1.4183,61.05
25000,1.4598,53.38
26000,1.2931,51.94
27000,1.3944,51.92
28000,1.3901,55.8
29000,1.4265,57.29
