timestamp,gsr_z,hr_bpm
0,-0.1357,75.93
1000,-0.1303,73.45
2000,0.1195,69.91
3000,-0.0128,74.12
4000,-0.051,72.82
5000,0.4131,70.32
6000,1.0819,68.78
7000,1.1288,68.47
8000,1.0544,72.46
9000,1.1459,68.56
10000,1.1751,66.55
11000,1.0385,68.1
12000,1.0754,69.42
13000,1.2539,74.01
14000,1.3517,70.71
15000,1.4205,68.1
16000,1.3729,70.34
17000,1.3644,70.77
18000,1.3728,73.27
19000,1.3641,69.25
20000,1.1881,67.91
21000,1.091,71.2
22000,1.3538,76.34
23000,1.3809,75.71
24000,1.4016,71.73
25000,1.3878,75.44
26000,1.3679,76.33
27000,1.4295,75.14
28000,1.4265,73.66
29000,1.4114,66.3
