timestamp,gsr_z,hr_bpm
0,0.279,68.84
1000,0.4243,67.01
2000,0.3952,69.42
3000,0.4257,76.24
4000,0.2118,75.4
5000,0.3527,73.81
6000,0.326,72.9
7000,0.6106,76.27
8000,0.9482,75.93
9000,1.1361,68.49
10000,1.1856,68.06
11000,1.1663,74.98
12000,0.7162,70.65
13000,0.7827,68.64
14000,0.789,68.48
15000,0.9246,71.64
16000,0.8866,66.4
17000,0.82,64.64
18000,0.9885,64.97
19000,0.9778,70.12
20000,1.3789,67.74
21000,1.3829,63.8
22000,1.3925,64.95
23000,1.3929,68.5
24000,1.3419,67.0
25000,1.4032,64.63
26000,1.3736,66.17
27000,1.4092,68.56
28000,1.4411,67.67
29000,1.4156,69.92
