timestamp,gsr_z,hr_bpm
0,0.223,70.07
1000,0.1006,68.02
2000,0.1566,65.16
3000,0.1691,68.44
4000,0.3002,70.98
5000,0.4078,65.2
6000,0.6622,68.58
7000,0.5262,73.1
8000,0.4949,73.89
9000,0.6217,73.01
10000,0.4344,76.32
11000,0.4608,76.12
12000,0.16,72.01
13000,0.0727,72.93
14000,-0.2208,76.21
15000,-0.3109,76.37
16000,-0.3944,69.32
17000,-0.1959,70.53
18000,-0.1698,76.0
19000,0.167,72.98
20000,0.1425,71.21
21000,0.0391,72.86
22000,0.223,75.88
23000,-0.057,72.26
24000,-0.0442,69.12
25000,-0.1279,74.82
26000,0.1489,73.5
27000,0.5414,68.69
28000,0.5308,70.49
29000,0.4996,70.09
