timestamp,gsr_z,hr_bpm
0,-0.0445,59.47
1000,-0.117,58.49
2000,0.0625,62.7
3000,0.1348,65.61
4000,0.1344,63.49
5000,0.1057,60.52
6000,-0.0353,65.45
7000,0.0634,70.03
8000,-0.0697,67.03
9000,-0.2618,65.13
10000,-0.4744,66.81
11000,-0.5548,68.0
12000,-0.5635,67.28
13000,-0.6457,63.04
14000,-0.5857,63.28
15000,-0.5757,68.28
16000,-0.5924,67.48
17000,-0.5703,63.35
18000,-0.5454,61.07
19000,-0.5702,64.36
20000,-0.5456,66.6
21000,-0.5939,64.97
22000,-0.5365,61.57
23000,-0.5777,62.46
24000,-0.5992,65.83
25000,-0.6145,65.51
26000,-0.5992,60.73
27000,-0.5917,60.64
28000,-0.5819,62.85
29000,-0.6717,65.34
