timestamp,gsr_z,hr_bpm
0,0.0031,59.56
1000,-0.234,61.53
2000,-0.0929,57.03
3000,0.0957,53.91
4000,-0.0356,60.59
5000,-0.073,58.55
6000,0.1022,55.79
7000,-0.0637,53.39
8000,-0.0187,51.79
9000,0.0339,55.31
10000,0.0057,56.98
11000,0.134,55.65
12000,-0.0711,58.3
13000,-0.3826,63.79
14000,-0.5904,63.17
15000,-0.4775,56.32
16000,-0.4468,59.55
17000,-0.3938,68.56
18000,-0.3423,65.9
19000,-0.1975,60.27
20000,-0.3394,62.48
21000,-0.3723,65.23
22000,-0.397,66.54
23000,-0.4969,62.5
24000,-0.6069,61.75
25000,-0.5583,63.47
26000,-0.5416,65.6
27000,-0.6172,60.63
28000,-0.6119,58.31
29000,-0.618,60.47
