timestamp,gsr_z,hr_bpm
0,0.4959,53.06
1000,0.6258,54.55
2000,0.4929,55.62
3000,0.3741,53.36
4000,0.3271,54.87
5000,0.359,61.01
6000,0.2258,58.6
7000,0.2006,58.26
8000,0.0106,55.43
9000,0.1273,54.75
10000,0.1761,58.23
11000,0.2003,59.12
12000,0.2152,53.13
13000,0.3803,53.6
14000,0.3708,60.57
15000,0.2797,66.69
16000,0.0374,62.68
17000,-0.041,59.51
18000,-0.2433,55.68
19000,-0.1305,60.4
20000,-0.4143,61.51
21000,-0.4794,61.04
22000,-0.374,56.19
23000,0.0106,56.48
24000,0.5857,63.8
25000,0.8285,66.05
26000,0.625,62.49
27000,0.5947,62.83
28000,0.6175,67.07
29000,0.1306,69.27
