timestamp,gsr_z,hr_bpm
0,0.4467,58.93
1000,0.2559,56.77
2000,0.2733,56.0
3000,0.1737,60.11
4000,0.1347,57.63
5000,0.0029,57.68
6000,-0.2494,60.19
7000,-0.3742,60.89
8000,-0.5648,60.26
9000,-0.5699,58.42
10000,-0.5294,60.84
11000,-0.6006,64.65
12000,-0.5669,58.23
13000,-0.5828,59.1
14000,-0.5906,59.48
15000,-0.6447,58.49
16000,-0.6292,51.7
17000,-0.5626,53.17
18000,-0.5994,59.45
19000,-0.5914,56.64
20000,-0.6944,53.83
21000,-0.5709,54.59
22000,-0.623,57.73
23000,-0.5772,55.22
24000,-0.6047,54.5
25000,-0.6116,59.08
26000,-0.6295,60.84
27000,-0.6329,57.74
28000,-0.6052,55.36
29000,-0.6143,58.34
