timestamp,gsr_z,hr_bpm
0,0.0679,68.35
1000,0.2324,64.8
2000,0.3406,60.13
3000,0.3621,61.8
4000,0.3672,65.99
5000,0.4238,67.31
6000,0.3625,65.54
7000,0.0788,65.04
8000,0.088,66.67
9000,0.0948,61.56
10000,0.1001,57.45
11000,-0.1944,61.12
12000,-0.1048,64.72
13000,-0.3889,61.76
14000,-0.6142,59.72
15000,-0.5779,63.06
16000,-0.6334,66.63
17000,-0.6118,62.98
18000,-0.5469,61.78
19000,-0.6074,60.56
20000,-0.5949,62.03
21000,-0.5451,59.51
22000,-0.5283,58.1
23000,-0.5775,62.23
24000,-0.5992,68.56
25000,-0.6226,67.83
26000,-0.6268,67.78
27000,-0.4873,70.08
28000,-0.4232,74.23
29000,-0.5089,71.35
