timestamp,gsr_z,hr_bpm
0,-0.2106,67.3
1000,-0.0016,70.34
2000,-0.0174,67.87
3000,0.1293,64.7
4000,0.1698,63.93
5000,0.2375,69.57
6000,0.1736,73.91
7000,0.1151,68.09
8000,0.1284,66.26
9000,0.5846,67.27
10000,0.5508,66.47
11000,0.5448,64.48
12000,0.4461,62.6
13000,0.385,61.71
14000,0.5595,68.58
15000,0.7862,68.31
16000,0.6864,68.03
17000,0.9941,68.04
18000,1.0142,68.06
19000,1.0705,64.35
20000,1.1052,63.32
21000,1.2163,61.9
22000,1.3748,63.61
23000,1.2744,67.74
24000,1.3785,63.23
25000,1.3945,57.25
26000,1.4088,59.22
27000,1.3884,60.37
28000,1.4267,59.94
29000,1.3916,56.42
