timestamp,gsr_z,hr_bpm
0,0.4879,64.34
1000,0.4523,58.42
2000,0.438,63.56
3000,0.2821,66.27
4000,0.3045,71.23
5000,0.0222,66.42
6000,-0.0139,65.26
7000,-0.0681,67.38
8000,-0.0811,70.39
9000,0.1038,72.59
10000,0.2207,68.12
11000,0.0288,71.4
12000,-0.1093,75.37
13000,-0.2136,76.08
14000,-0.1874,75.1
15000,-0.4352,71.9
16000,-0.6132,70.84
17000,-0.6366,73.42
18000,-0.5796,72.99
19000,-0.6243,67.41
20000,-0.5492,67.8
21000,-0.4534,68.86
22000,-0.6147,73.78
23000,-0.3338,71.05
24000,-0.5748,67.66
25000,-0.5878,64.14
26000,-0.5705,67.5
27000,-0.585,68.88
28000,-0.5802,67.93
29000,-0.6086,61.33
