timestamp,gsr_z,hr_bpm
0,0.0789,61.72
1000,0.0898,63.03
2000,0.1675,63.87
3000,0.084,59.6
4000,0.0288,61.13
5000,-0.0206,59.59
6000,0.0326,54.02
7000,-0.1173,52.88
8000,-0.1829,56.08
9000,-0.1823,55.88
10000,-0.1686,51.6
11000,-0.2609,52.17
12000,-0.1644,54.94
13000,-0.3266,54.19
14000,-0.6074,51.89
15000,-0.6213,51.77
16000,-0.2477,52.75
17000,0.1259,55.0
18000,0.303,51.81
19000,0.0853,53.54
20000,0.0991,58.76
21000,0.0562,58.46
22000,-0.2443,56.19
23000,-0.3122,57.16
24000,-0.4578,60.08
25000,-0.605,57.59
26000,-0.6085,53.91
27000,-0.6113,54.55
28000,-0.5232,57.97
29000,-0.4151,58.67
