timestamp,gsr_z,hr_bpm
0,0.2293,74.2
1000,0.3333,75.57
2000,0.1898,74.34
3000,0.1145,73.56
4000,0.2275,73.88
5000,0.1284,75.11
6000,-0.1071,69.33
7000,-0.3606,67.69
8000,-0.3313,69.4
9000,-0.2643,67.98
10000,-0.16,65.54
11000,-0.0712,66.01
12000,-0.1445,74.33
13000,-0.0939,75.89
14000,-0.3685,73.8
15000,-0.4664,74.38
16000,-0.4517,76.04
17000,-0.6137,76.0
18000,-0.6192,73.8
19000,-0.5571,72.07
20000,-0.5727,75.95
21000,-0.6109,73.02
22000,-0.4793,68.06
23000,-0.6146,69.09
24000,-0.5655,72.64
25000,-0.5821,70.55
26000,-0.5979,64.33
27000,-0.5969,70.57
28000,-0.5907,75.83
29000,-0.6107,75.68
