timestamp,gsr_z,hr_bpm
0,0.3566,58.38
1000,0.6002,57.98
2000,0.8749,62.77
3000,1.1361,61.63
4000,1.0441,58.35
5000,1.3287,62.8
6000,1.3224,62.17
7000,1.2677,59.54
8000,1.0,59.06
9000,0.8976,59.55
10000,0.9303,58.89
11000,0.7987,54.77
12000,0.939,54.44
13000,1.1382,60.27
14000,1.2206,56.46
15000,1.3367,56.04
16000,1.394,56.82
17000,1.4321,55.08
18000,1.4085,59.95
19000,1.3784,56.8
20000,1.4696,56.22
21000,1.3751,59.58
22000,1.3837,56.12
23000,1.44,55.88
24000,1.3346,61.16
25000,1.3772,65.71
26000,1.3707,62.52
27000,1.3986,60.94
28000,1.3341,66.07
29000,1.401,67.93
