timestamp,gsr_z,hr_bpm
0,0.6313,63.11
1000,0.516,61.22
2000,0.4049,59.56
3000,0.328,58.21
4000,0.3611,58.83
5000,0.363,61.32
6000,0.4334,58.49
7000,0.5665,55.07
8000,0.6537,55.79
9000,0.7494,54.9
10000,0.5832,56.47
11000,0.4378,53.86
12000,0.4048,51.57
13000,0.4508,51.43
14000,0.2074,52.46
15000,0.15,55.28
16000,0.0796,55.28
17000,-0.12,54.71
18000,-0.1877,53.17
19000,-0.1717,58.49
20000,-0.3813,60.49
21000,-0.2822,58.32
22000,-0.5985,55.48
23000,-0.5035,57.18
24000,-0.65,58.53
25000,-0.5798,61.81
26000,-0.5212,61.09
27000,-0.5671,60.04
28000,-0.2818,57.18
29000,-0.2316,56.62
