timestamp,gsr_z,hr_bpm
0,0.3816,67.02
1000,0.4111,64.13
2000,0.3513,63.99
3000,0.3136,64.94
4000,0.297,63.29
5000,0.127,56.86
6000,0.1646,58.75
7000,0.0599,61.31
8000,-0.0976,58.53
9000,-0.1993,58.14
10000,0.0594,57.84
11000,0.1018,51.25
12000,0.6446,52.43
13000,0.9104,54.82
14000,0.915,54.72
15000,0.6681,52.46
16000,0.4745,55.32
17000,0.4824,63.06
18000,0.0686,59.04
19000,0.0602,62.03
20000,0.0757,67.73
21000,0.0128,67.18
22000,-0.2076,63.94
23000,-0.5266,66.1
24000,-0.5001,62.54
25000,-0.6396,55.95
26000,-0.5988,55.77
27000,-0.5233,59.95
28000,-0.5737,57.46
29000,-0.6023,60.28
