timestamp,gsr_z,hr_bpm
0,0.0253,60.51
1000,0.083,66.06
2000,0.007,67.67
3000,-0.292,64.11
4000,-0.3272,59.42
5000,-0.2513,62.95
6000,-0.232,66.35
7000,-0.3572,64.3
8000,-0.2719,62.6
9000,-0.3446,62.21
10000,-0.3279,65.31
11000,-0.5735,67.3
12000,-0.47,63.42
13000,-0.4526,58.16
14000,-0.5598,66.15
15000,-0.5669,72.48
16000,-0.5988,70.51
17000,-0.6134,66.71
18000,-0.5929,68.59
19000,-0.6151,72.02
20000,-0.6132,74.65
21000,-0.5343,69.17
22000,-0.5776,69.18
23000,-0.6098,70.18
24000,-0.574,73.46
25000,-0.5971,70.27
26000,-0.6296,68.05
27000,-0.6226,70.15
28000,-0.5655,70.72
29000,-0.6064,68.16
