timestamp,gsr_z,hr_bpm
0,0.239,62.98
1000,0.2261,60.38
2000,0.2257,60.77
3000,-0.0071,63.48
4000,0.0929,60.27
5000,-0.0293,56.38
6000,0.1859,58.26
7000,0.0934,65.06
8000,0.1795,61.19
9000,0.4209,54.57
10000,0.4901,58.62
11000,0.7242,60.38
12000,0.848,54.28
13000,0.9627,54.85
14000,1.0306,59.14
15000,0.9404,56.34
16000,0.9821,53.71
17000,1.3223,63.44
18000,1.3109,65.66
19000,1.1661,62.83
20000,1.4326,58.25
21000,1.4218,60.69
22000,1.4091,59.76
23000,1.3652,54.61
24000,1.1611,52.87
25000,1.3334,56.25
26000,1.4034,54.62
27000,1.4169,51.27
28000,1.439,55.44
29000,1.3711,59.55
