timestamp,gsr_z,hr_bpm
0,-0.2951,64.09
1000,-0.1616,63.22
2000,0.0856,58.22
3000,0.0368,63.12
4000,0.1507,65.88
5000,0.2036,61.82
6000,0.1277,55.59
7000,0.2497,56.68
8000,0.2222,60.64
9000,0.2196,62.32
10000,0.4644,60.86
11000,0.3831,57.95
12000,0.6677,62.79
13000,0.698,62.94
14000,0.6899,61.31
15000,0.8061,55.93
16000,1.1603,58.59
17000,0.9893,63.58
18000,1.3472,65.74
19000,1.1305,65.7
20000,1.3946,61.19
21000,1.3793,61.65
22000,1.418,68.12
23000,1.366,65.84
24000,1.4129,61.84
25000,1.3584,61.25
26000,1.4175,63.38
27000,1.4047,61.97
28000,1.482,63.49
29000,1.4301,63.03
