timestamp,gsr_z,hr_bpm
0,0.0603,58.42
1000,-0.0834,64.48
2000,0.0316,62.32
3000,-0.095,61.98
4000,0.1436,67.33
5000,0.4565,66.18
6000,0.4123,61.77
7000,0.5796,64.48
8000,0.832,61.65
9000,0.861,54.45
10000,1.0318,57.35
11000,0.9444,55.09
12000,1.1724,52.1
13000,1.1004,57.94
14000,1.4038,61.04
15000,1.2637,56.93
16000,1.2152,59.8
17000,1.3518,64.94
18000,1.3617,56.31
19000,1.3714,58.19
20000,1.417,62.63
21000,1.4124,60.33
22000,1.3684,60.08
23000,1.4357,63.97
24000,1.4126,55.97
25000,1.4245,56.57
26000,1.437,57.44
27000,1.4081,54.18
28000,1.4002,52.86
29000,1.4346,57.15
