timestamp,gsr_z,hr_bpm
0,0.1568,61.24
1000,-0.047,57.26
2000,0.1338,55.97
3000,0.2623,60.11
4000,0.5245,61.01
5000,0.4509,61.72
6000,0.3217,59.66
7000,0.4661,56.3
8000,0.0941,58.84
9000,0.2228,61.05
10000,0.0594,60.83
11000,-0.0838,55.38
12000,-0.2664,53.28
13000,-0.3689,55.84
14000,-0.4888,57.26
15000,-0.5734,55.07
16000,-0.4896,53.82
17000,-0.5972,56.57
18000,-0.6127,59.44
19000,-0.5796,59.84
20000,-0.5595,59.09
21000,-0.5756,56.08
22000,-0.572,55.37
23000,-0.5858,59.16
24000,-0.646,63.6
25000,-0.5816,62.59
26000,-0.6177,62.65
27000,-0.6294,61.65
28000,-0.6179,64.5
29000,-0.5708,66.74
