timestamp,gsr_z,hr_bpm
0,0.8397,54.6
1000,0.8699,52.88
2000,0.7756,54.34
3000,0.8147,60.3
4000,1.0089,62.57
5000,0.9531,59.54
6000,1.1226,61.13
7000,1.1505,62.55
8000,1.143,66.08
9000,1.1823,61.57
10000,1.2045,58.94
11000,1.3424,62.11
12000,1.329,63.42
13000,1.3835,63.85
14000,1.2699,58.06
15000,1.2212,57.82
16000,1.3698,59.53
17000,1.361,60.61
18000,1.4057,57.91
19000,1.3058,52.66
20000,1.395,54.42
21000,1.4594,59.8
22000,1.3816,59.36
23000,1.4235,57.86
24000,1.3303,55.46
25000,1.3656,54.25
26000,1.3696,55.67
27000,1.3823,52.22
28000,1.3603,51.74
29000,1.2454,51.38
