timestamp,gsr_z,hr_bpm
0,0.3735,56.36
1000,0.4875,54.27
2000,0.3393,51.85
3000,0.3698,53.56
4000,0.1924,57.3
5000,0.6561,55.64
6000,0.8098,52.06
7000,0.8764,52.68
8000,0.7766,51.89
9000,0.5934,56.63
10000,0.4834,56.59
11000,0.2216,53.03
12000,0.2273,52.04
13000,0.418,53.65
14000,0.1383,56.96
15000,0.0147,55.21
16000,0.138,52.9
17000,0.0549,56.39
18000,0.193,59.84
19000,0.1016,62.49
20000,-0.2898,57.43
21000,-0.622,55.84
22000,-0.6181,55.82
23000,-0.6511,56.88
24000,-0.5797,56.26
25000,-0.5893,52.87
26000,-0.5892,52.91
27000,-0.5704,58.48
28000,-0.5746,61.78
29000,-0.5837,59.61
