timestamp,gsr_z,hr_bpm
0,4.4472,77.56
1000,3.8723,78.86
2000,3.8856,82.2
3000,3.5295,78.52
4000,4.1262,81.12
5000,3.5274,78.28
6000,3.4237,78.22
7000,3.302,77.75
8000,2.2206,77.64
9000,2.909,78.08
10000,2.5835,82.86
11000,4.6847,79.67
12000,4.9035,83.8
13000,5.0317,82.79
14000,5.5057,84.49
15000,5.1193,85.47
16000,5.5283,90.07
17000,6.9183,87.39
18000,6.9999,87.8
19000,5.7965,82.42
20000,5.0925,83.06
21000,4.9173,78.27
22000,5.2155,84.95
23000,3.9959,77.99
24000,3.0575,77.99
25000,3.2607,78.74
26000,3.5013,78.09
27000,2.1998,79.05
28000,2.2135,79.67
29000,2.2448,84.33
