timestamp,gsr_z,hr_bpm
0,4.7037,107.79
1000,4.478,108.14
2000,5.0941,103.9
3000,6.337,100.93
4000,7.0237,98.66
5000,6.2187,97.41
6000,6.4034,100.51
7000,7.8507,102.17
8000,7.7759,99.31
9000,7.7961,96.19
10000,7.7924,93.86
11000,7.8143,95.15
12000,7.7736,100.05
13000,7.8485,100.26
14000,7.7706,99.83
15000,7.7442,104.97
16000,7.8107,95.88
17000,7.7895,97.82
18000,7.7556,95.25
19000,7.8108,89.82
20000,7.7882,86.08
21000,7.7839,86.48
22000,7.8477,85.08
23000,7.816,91.79
24000,7.8646,92.94
25000,7.7972,89.48
26000,7.8446,92.07
27000,7.787,93.2
28000,7.8267,92.96
29000,7.7763,94.2
