timestamp,gsr_z,hr_bpm
0,4.7699,103.46
1000,4.5176,100.77
2000,5.2909,107.91
3000,4.8466,102.64
4000,4.9742,101.51
5000,4.5981,95.62
6000,4.3555,93.26
7000,4.2897,91.53
8000,5.0049,86.69
9000,6.1595,85.78
10000,7.2369,90.53
11000,7.4373,93.23
12000,7.7193,93.75
13000,7.2833,99.2
14000,7.8329,103.88
15000,7.2406,94.97
16000,6.1786,94.82
17000,4.9474,92.44
18000,7.5314,93.35
19000,7.3632,100.48
20000,6.6495,101.87
21000,7.3017,95.78
22000,5.4509,96.24
23000,3.9897,92.62
24000,3.3145,98.44
25000,3.9151,102.77
26000,4.236,100.82
27000,3.3806,90.5
28000,2.9922,87.47
29000,2.1687,79.7
