timestamp,gsr_z,hr_bpm
0,5.1242,102.24
1000,4.4074,107.08
2000,4.6716,107.0
3000,4.4943,100.66
4000,4.8171,100.62
5000,5.0085,102.82
6000,5.9499,103.21
7000,7.0284,102.37
8000,7.1091,95.14
9000,7.3631,91.28
10000,7.3645,101.66
11000,7.7897,100.22
12000,7.51,102.08
13000,7.4402,99.1
14000,7.7915,102.24
15000,7.609,98.2
16000,7.8001,103.45
17000,7.7933,106.01
18000,7.8056,98.32
19000,7.7977,99.86
20000,7.839,105.05
21000,7.8193,94.45
22000,7.8211,102.94
23000,7.7768,89.71
24000,7.7732,85.13
25000,7.7789,87.83
26000,7.8263,81.29
27000,7.7879,87.53
28000,7.7639,95.84
29000,7.7916,100.42
