timestamp,gsr_z,hr_bpm
0,4.5819,94.03
1000,4.1841,92.55
2000,4.1893,82.45
3000,3.5173,78.34
4000,3.9331,78.22
5000,4.3011,90.54
6000,4.5853,81.67
7000,6.6737,78.61
8000,5.6778,79.0
9000,5.2348,78.88
10000,6.1971,80.05
11000,7.7455,83.4
12000,7.7817,85.29
13000,7.7271,89.48
14000,7.174,95.79
15000,5.7199,84.86
16000,4.8722,87.3
17000,3.0623,82.3
18000,2.4869,81.9
19000,4.5862,89.52
20000,4.4545,91.25
21000,4.6994,89.81
22000,6.0472,80.9
23000,4.2296,78.9
24000,2.4322,80.73
25000,3.1783,77.98
26000,3.4413,78.12
27000,3.3994,81.43
28000,3.3939,80.43
29000,2.2411,90.2
