timestamp,gsr_z,hr_bpm
0,5.1489,79.84
1000,4.9037,80.18
2000,4.3955,81.86
3000,4.178,82.28
4000,6.4964,83.58
5000,7.7848,80.02
6000,7.7506,84.02
7000,6.504,84.1
8000,6.0427,78.29
9000,5.0332,78.41
10000,3.7388,80.47
11000,4.8715,89.47
12000,5.8486,93.3
13000,5.4021,90.94
14000,5.3138,77.5
15000,4.3915,79.82
16000,2.8569,85.12
17000,2.2014,84.8
18000,2.223,91.01
19000,2.1367,92.53
20000,2.2096,84.56
21000,2.2018,78.99
22000,2.2591,78.12
23000,2.2184,81.79
24000,3.0777,83.51
25000,4.8153,92.01
26000,4.4906,85.14
27000,4.8296,87.62
28000,7.4268,89.83
29000,6.9364,93.27
