timestamp,gsr_z,hr_bpm
0,5.6062,93.27
1000,5.3363,93.53
2000,6.7843,99.63
3000,6.8413,94.01
4000,5.7812,99.59
5000,5.9266,94.91
6000,6.7162,92.08
7000,7.8048,86.32
8000,7.1183,92.8
9000,6.843,96.37
10000,6.6189,101.97
11000,6.9667,100.03
12000,6.4466,99.04
13000,7.8509,91.95
14000,7.7622,90.97
15000,7.8079,92.99
16000,7.8701,94.31
17000,7.7675,102.7
18000,7.7564,99.06
19000,7.8649,100.8
20000,7.7535,99.69
21000,7.8495,92.06
22000,7.7912,87.99
23000,7.7686,91.03
24000,6.5178,94.75
25000,7.3265,107.04
26000,7.7828,96.46
27000,7.7795,103.28
28000,7.8108,108.15
29000,7.8258,103.69
