timestamp,gsr_z,hr_bpm
0,4.8084,77.78
1000,4.6247,80.79
2000,5.3631,86.4
3000,5.3441,78.49
4000,5.2593,78.58
5000,5.6291,82.1
6000,5.917,78.58
7000,5.8031,77.69
8000,5.0859,79.36
9000,5.8136,84.29
10000,6.1555,80.44
11000,6.6179,91.72
12000,7.2315,86.47
13000,7.0603,81.0
14000,7.7932,78.11
15000,7.7897,78.82
16000,7.7822,83.88
17000,7.7864,84.42
18000,7.7626,84.45
19000,7.7992,77.78
20000,7.7851,77.73
21000,7.7854,82.66
22000,7.7942,84.22
23000,7.7502,81.94
24000,7.8526,95.68
25000,7.7624,87.93
26000,7.8129,90.7
27000,7.7539,87.01
28000,7.7938,84.76
29000,7.7605,88.86
