timestamp,gsr_z,hr_bpm
0,4.9323,89.03
1000,4.9866,92.21
2000,4.4686,87.64
3000,4.287,103.71
4000,5.4487,107.36
5000,5.3654,103.99
6000,4.3245,101.39
7000,3.6838,104.54
8000,3.397,101.85
9000,3.8908,99.2
10000,3.2972,94.05
11000,3.669,96.8
12000,2.5604,94.62
13000,4.0715,96.95
14000,6.922,83.96
15000,7.2881,83.0
16000,7.4655,97.26
17000,7.3988,91.24
18000,5.5219,102.05
19000,6.0088,96.82
20000,6.0293,95.51
21000,7.2107,94.75
22000,7.6923,94.01
23000,7.2892,93.95
24000,7.8129,81.95
25000,7.7972,85.4
26000,7.822,96.29
27000,7.7432,96.0
28000,7.7873,94.35
29000,7.1466,99.32
