timestamp,gsr_z,hr_bpm
0,3.3538,82.39
1000,4.8524,77.85
2000,3.9073,78.58
3000,3.8895,88.15
4000,3.882,95.12
5000,3.6928,97.19
6000,4.5515,94.18
7000,7.7924,81.42
8000,7.8083,90.05
9000,7.7822,77.61
10000,7.8367,78.92
11000,7.7975,82.06
12000,7.7976,78.68
13000,7.8082,81.65
14000,7.8102,87.02
15000,7.776,89.58
16000,7.8502,93.12
17000,7.8151,92.75
18000,7.7861,86.09
19000,7.7893,92.97
20000,7.7832,87.18
21000,7.8272,89.68
22000,7.797,91.81
23000,7.8083,93.39
24000,7.7955,93.85
25000,7.7932,89.21
26000,7.812,85.2
27000,7.7522,89.04
28000,7.8194,95.09
29000,7.8063,88.04
