timestamp,gsr_z,hr_bpm
0,4.1647,98.65
1000,3.5634,94.32
2000,2.9029,93.02
3000,3.7144,97.67
4000,3.701,95.92
5000,3.6956,98.28
6000,4.497,100.62
7000,4.2694,101.83
8000,4.4138,102.96
9000,5.0641,92.43
10000,5.4494,82.75
11000,4.8347,78.66
12000,4.6477,82.46
13000,5.373,85.66
14000,5.3134,86.9
15000,5.1968,91.4
16000,5.8521,94.37
17000,7.8624,93.79
18000,7.8105,90.34
19000,7.8395,83.17
20000,7.7666,88.08
21000,7.8039,93.89
22000,7.814,101.85
23000,7.7911,95.01
24000,7.8006,92.55
25000,7.8086,91.06
26000,7.8302,99.0
27000,7.7341,92.71
28000,7.8002,94.05
29000,7.1693,85.93
