timestamp,gsr_z,hr_bpm
0,2.9571,82.65
1000,4.022,81.95
2000,3.6332,84.27
3000,5.1209,85.43
4000,6.2903,91.1
5000,7.121,99.32
6000,6.2557,93.84
7000,5.9482,92.74
8000,4.8567,95.59
9000,5.0456,97.12
10000,4.6369,87.95
11000,3.7902,90.95
12000,3.1205,94.41
13000,3.2365,83.04
14000,3.8505,88.62
15000,3.8025,85.78
16000,2.8707,78.32
17000,3.6384,81.04
18000,4.7072,80.53
19000,5.8191,79.81
20000,5.5974,82.69
21000,4.8873,88.72
22000,4.591,91.69
23000,5.3427,91.45
24000,6.2023,87.11
25000,5.2303,78.12
26000,4.6635,77.42
27000,4.8112,88.31
28000,3.5145,88.59
29000,4.4009,86.24
