timestamp,gsr_z,hr_bpm
0,5.1384,82.78
1000,5.3767,77.95
2000,5.8041,78.07
3000,5.3349,78.21
4000,5.4231,77.87
5000,4.7913,79.33
6000,5.3017,85.85
7000,6.4801,81.06
8000,6.015,84.86
9000,6.7296,85.58
10000,6.7179,96.68
11000,7.8127,94.86
12000,7.7998,100.68
13000,7.769,93.94
14000,7.8183,91.16
15000,7.2709,92.95
16000,7.215,98.84
17000,7.2933,99.94
18000,7.803,103.64
19000,7.7693,107.98
20000,7.838,97.85
21000,7.8319,98.31
22000,7.8018,90.02
23000,7.7587,90.45
24000,7.7972,86.92
25000,7.7831,81.09
26000,7.7825,87.44
27000,7.7713,92.35
28000,7.7771,92.49
29000,7.7654,95.94
