timestamp,gsr_z,hr_bpm
0,3.7837,87.4
1000,5.228,89.5
2000,4.4491,82.68
3000,3.8287,85.13
4000,3.4024,85.27
5000,3.8395,78.68
6000,3.5182,77.86
7000,2.9555,86.63
8000,3.9214,78.31
9000,3.6285,78.29
10000,2.5624,82.74
11000,2.2595,83.04
12000,3.3963,79.69
13000,4.0573,77.94
14000,4.9461,82.15
15000,4.0276,81.92
16000,6.3198,81.31
17000,7.1394,83.94
18000,7.5759,87.49
19000,7.2172,92.21
20000,7.4053,91.26
21000,6.1668,87.48
22000,5.883,78.16
23000,5.7669,77.78
24000,5.3261,82.83
25000,4.7985,85.66
26000,3.9571,90.43
27000,2.168,84.51
28000,2.1751,87.66
29000,2.5299,88.25
