timestamp,gsr_z,hr_bpm
0,5.4489,103.96
1000,5.4836,93.12
2000,4.6148,84.16
3000,6.1881,87.8
4000,7.7946,93.07
5000,7.4014,92.67
6000,7.638,99.28
7000,7.7037,93.43
8000,7.8032,95.84
9000,7.7783,98.13
10000,7.7995,98.12
11000,7.688,97.93
12000,7.8059,87.03
13000,7.2289,80.42
14000,6.6719,84.42
15000,5.8923,86.64
16000,3.4787,86.73
17000,3.01,88.44
18000,2.3253,88.93
19000,2.5633,95.89
20000,2.5613,97.51
21000,2.7133,107.92
22000,2.6778,107.31
23000,2.8003,97.04
24000,2.6973,92.87
25000,3.8033,93.76
26000,3.9852,96.7
27000,4.1679,98.4
28000,4.1549,97.55
29000,6.0923,103.04
