timestamp,gsr_z,hr_bpm
0,3.1159,98.62
1000,2.8478,100.17
2000,2.6769,100.75
3000,4.2913,99.73
4000,5.2574,99.66
5000,6.7762,97.1
6000,7.8248,98.16
7000,7.6883,107.95
8000,7.4414,108.11
9000,7.7984,108.35
10000,7.2853,107.3
11000,7.074,106.71
12000,6.0767,103.37
13000,5.0213,102.1
14000,5.2779,108.05
15000,4.0225,107.43
16000,3.1091,100.81
17000,2.5347,100.43
18000,2.2289,106.89
19000,2.4655,107.98
20000,2.263,107.33
21000,2.548,103.58
22000,2.2295,95.99
23000,2.2271,90.17
24000,2.1837,86.28
25000,4.0531,96.37
26000,4.6961,98.5
27000,4.4772,98.28
28000,4.4108,98.3
29000,3.0782,100.97
