timestamp,gsr_z,hr_bpm
0,2.9635,87.51
1000,3.6523,89.71
2000,3.7573,90.08
3000,5.9391,94.34
4000,6.134,89.64
5000,6.6948,87.97
6000,5.7741,83.99
7000,5.1871,83.52
8000,3.7293,86.39
9000,2.3313,87.37
10000,2.2184,89.41
11000,2.3973,95.37
12000,3.4784,92.75
13000,5.7816,94.9
14000,6.3894,93.31
15000,6.7949,108.39
16000,4.83,100.24
17000,3.6453,103.82
18000,3.045,102.53
19000,2.4591,98.68
20000,2.1658,85.11
21000,2.2052,81.36
22000,2.1893,90.79
23000,2.2177,89.23
24000,2.1731,96.7
25000,3.03,98.86
26000,2.2193,97.31
27000,2.2231,88.81
28000,2.2439,80.34
29000,2.2494,78.26
