timestamp,gsr_z,hr_bpm
0,2.7385,77.7
1000,2.4575,80.02
2000,3.0747,78.04
3000,2.7291,78.43
4000,2.9914,83.72
5000,3.2674,77.73
6000,3.0458,88.3
7000,3.4496,83.45
8000,3.1029,78.71
9000,4.3181,84.92
10000,4.8095,81.37
11000,4.1383,84.1
12000,2.7192,81.34
13000,3.3999,91.12
14000,2.5852,96.13
15000,2.2069,89.76
16000,2.1931,97.47
17000,2.9335,95.85
18000,2.2168,88.2
19000,2.2665,81.16
20000,2.1834,78.89
21000,2.151,78.14
22000,2.1789,81.36
23000,2.2676,79.37
24000,3.7481,80.22
25000,5.231,85.99
26000,4.6158,87.16
27000,4.1372,88.54
28000,2.8234,81.32
29000,2.1895,79.09
