timestamp,gsr_z,hr_bpm
0,3.2358,93.16
1000,3.8027,85.37
2000,3.4082,82.74
3000,2.9052,83.13
4000,3.0397,98.89
5000,4.0178,96.6
6000,4.3452,91.0
7000,4.854,81.88
8000,3.8199,81.08
9000,3.3429,81.06
10000,3.1796,78.64
11000,2.558,78.29
12000,2.7019,77.72
13000,2.2011,88.11
14000,2.1997,91.78
15000,2.2137,95.34
16000,2.2096,96.54
17000,2.7378,93.42
18000,2.2341,95.48
19000,2.1705,91.18
20000,2.1819,86.51
21000,2.4549,95.93
22000,2.2535,92.71
23000,2.2082,88.63
24000,2.1926,81.47
25000,2.2256,77.74
26000,2.1891,90.94
27000,2.2295,79.59
28000,2.1989,86.83
29000,2.1862,83.97
