timestamp,gsr_z,hr_bpm
0,4.1368,92.29
1000,4.435,91.98
2000,3.6944,87.48
3000,2.8101,89.33
4000,3.1143,86.85
5000,4.4217,81.54
6000,5.6979,86.24
7000,5.883,87.24
8000,5.7186,85.1
9000,5.5796,87.28
10000,4.0671,90.74
11000,5.2288,88.71
12000,4.7557,91.55
13000,4.6771,85.94
14000,5.0926,100.3
15000,4.308,96.07
16000,3.3743,92.77
17000,2.786,83.99
18000,5.0965,88.97
19000,5.7813,90.05
20000,6.9432,91.75
21000,7.7905,92.28
22000,6.9942,91.17
23000,7.0133,80.57
24000,7.3062,82.55
25000,6.8554,89.31
26000,5.4435,92.73
27000,4.7389,98.09
28000,4.7685,106.07
29000,2.6149,99.7
