timestamp,gsr_z,hr_bpm
0,5.5213,81.77
1000,3.4047,81.47
2000,3.7312,85.21
3000,3.8809,82.36
4000,4.0972,82.38
5000,4.1906,83.78
6000,6.3438,80.67
7000,7.5949,78.01
8000,7.8074,81.93
9000,7.8586,87.25
10000,7.8123,77.81
11000,7.1037,78.39
12000,7.8065,79.23
13000,7.7576,78.33
14000,7.7614,79.13
15000,7.7949,85.26
16000,6.9133,82.89
17000,7.8169,83.26
18000,7.8224,89.97
19000,6.4874,85.2
20000,5.1464,84.25
21000,7.7532,84.35
22000,7.6485,85.11
23000,7.1006,82.42
24000,6.3627,81.73
25000,6.3284,78.59
26000,6.1948,79.24
27000,4.2767,77.68
28000,3.9963,82.58
29000,4.9278,84.77
