timestamp,gsr_z,hr_bpm
0,2.8229,78.05
1000,2.667,87.12
2000,4.3505,79.89
3000,3.7915,77.91
4000,6.6877,78.08
5000,7.7947,78.0
6000,7.7228,79.47
7000,7.827,87.59
8000,7.7644,84.79
9000,7.8169,94.2
10000,7.8002,95.45
11000,7.7491,82.22
12000,6.9738,79.89
13000,7.8118,83.5
14000,7.8149,80.92
15000,7.7778,78.14
16000,7.8511,78.7
17000,7.8417,83.17
18000,7.7934,89.19
19000,7.7931,84.42
20000,7.8203,81.76
21000,7.8656,84.91
22000,7.7999,77.57
23000,7.7501,78.16
24000,7.8322,77.73
25000,7.8428,84.01
26000,7.7541,85.66
27000,7.8055,80.95
28000,7.8293,79.54
29000,7.8178,79.97
