timestamp,gsr_z,hr_bpm
0,4.2149,98.1
1000,3.4738,94.86
2000,5.5257,90.91
3000,7.021,83.96
4000,6.2574,87.55
5000,6.5128,92.41
6000,7.4549,86.78
7000,7.4101,83.09
8000,7.8315,92.64
9000,7.3903,88.27
10000,6.9245,84.14
11000,6.8294,80.58
12000,6.8816,88.7
13000,6.6286,86.63
14000,6.0313,91.95
15000,5.4513,83.23
16000,6.6227,89.17
17000,7.1854,85.38
18000,6.1685,83.51
19000,4.2828,90.1
20000,3.9704,89.2
21000,4.1314,94.25
22000,3.893,83.6
23000,2.5499,82.5
24000,3.9474,85.86
25000,4.0234,91.05
26000,3.7069,87.29
27000,4.0866,95.46
28000,4.5069,92.64
29000,7.801,83.91
