timestamp,gsr_z,hr_bpm
0,3.3567,78.45
1000,3.3048,82.83
2000,4.5114,83.67
3000,3.8091,82.25
4000,6.8387,93.25
5000,7.8432,91.24
6000,7.848,80.2
7000,7.8292,82.25
8000,7.863,80.17
9000,7.7942,79.9
10000,7.6302,79.27
11000,7.1908,93.82
12000,7.521,89.62
13000,6.2315,85.59
14000,7.2738,84.52
15000,6.7753,78.22
16000,6.8809,82.35
17000,5.5991,84.38
18000,4.4841,85.72
19000,4.8074,92.81
20000,5.1199,91.36
21000,5.4276,89.14
22000,4.0903,80.59
23000,5.4772,78.36
24000,4.1676,87.54
25000,2.4805,88.18
26000,2.7936,92.96
27000,3.4038,80.64
28000,4.1991,78.62
29000,4.2305,78.47
